campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,job_unknown,marital_divorced,marital_married,marital_single,marital_unknown,default_no,default_yes,housing_no,housing_yes,loan_no,loan_yes,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_failure,poutcome_nonexistent,poutcome_success,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_illiterate,education_professional.course,education_university.degree,education_unknown,contact_cellular,contact_telephone,age_group_middle-aged,age_group_old
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
-0.5659219741930245,0.1954139001271294,-0.34949428419757467,0.6480922665892298,0.7227224704883503,0.8864465616355264,0.7124598790361739,0.3316799069141756,no,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
